Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Driver_Age,Driver_Gender,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Comments,Violation_Type,Fine_Amount,Location,Date,Time
VLT101837,Over-speeding,-0.3727629,Gujarat,2028-01-29,13:31,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Suspended,2.0399241,Yes,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,0.077327564,Punjab,2028-06-04,22:48
VLT103275,Over-speeding,-0.3727629,Tamil Nadu,2032-01-06,05:54,Scooter,White,2.5869496,-0.38484493,Other,-0.3809822,Cloudy,Under Construction,Expired,-0.49021432,,,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Cash,Yes,Repeat Offender,Overloading,0.06578734,West Bengal,2028-06-04,22:48
VLT100261,Over-speeding,-0.3727629,Uttar Pradesh,2023-10-06,20:30,Scooter,Silver,-0.38655567,2.5984492,Other,-0.3809822,Cloudy,Under Construction,Valid,-0.49021432,No,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,Yes,Online,No,Repeat Offender,Overloading,0.08267346,West Bengal,2028-06-04,22:48
VLT102493,No Seatbelt,-0.3727629,Delhi,2029-11-15,00:12,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Suspended,2.0399241,,,Red,-0.7045892,1.4089267,-0.712151,Positive,No,No,Not Paid,No,Repeat Offender,Overloading,0.061820086,West Bengal,2028-06-04,22:48
VLT100568,Over-speeding,-0.3727629,Delhi,2024-08-08,16:49,Bike,White,-0.38655567,-0.38484493,Female,-0.3809822,Dust Storm,Slippery,Valid,-0.49021432,No,Yes,Green,-0.7045892,1.4089267,-0.712151,Positive,No,No,Cash,No,Repeat Offender,Overloading,0.055217583,West Bengal,2028-06-04,22:48
VLT102629,Over-speeding,-0.3727629,Gujarat,2030-03-31,20:28,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Wet,Suspended,-0.49021432,,No,Red,1.4192667,1.4089267,-0.712151,Positive,Yes,No,Not Paid,Yes,Repeat Offender,Overloading,0.0814711,West Bengal,2028-06-04,22:48
VLT102407,Over-speeding,2.6826706,Delhi,2029-08-21,13:50,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Wet,Suspended,-0.49021432,,,Red,-0.7045892,-0.70976007,1.4041966,Positive,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.09035319,West Bengal,2028-06-04,22:48
VLT102649,Over-speeding,-0.3727629,Delhi,2030-04-20,01:22,Scooter,Silver,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,Yes,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.078691,West Bengal,2028-06-04,22:48
VLT103003,Over-speeding,2.6826706,Punjab,2031-04-09,07:14,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Expired,-0.49021432,Yes,Yes,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Online,No,Repeat Offender,Overloading,0.101748206,West Bengal,2028-06-04,22:48
VLT102148,Over-speeding,-0.3727629,Tamil Nadu,2028-12-05,18:24,Scooter,Grey,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Potholes,Expired,-0.49021432,Yes,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Card,No,Repeat Offender,Overloading,0.05131462,Delhi,2028-06-04,22:48
VLT102370,Over-speeding,-0.3727629,Maharashtra,2029-07-15,15:09,Scooter,White,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Under Construction,Suspended,-0.49021432,No,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.057729766,West Bengal,2028-06-04,22:48
VLT102360,Over-speeding,2.6826706,Delhi,2029-07-05,13:41,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Potholes,Valid,-0.49021432,Yes,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.046933696,Delhi,2027-12-16,00:47
VLT100530,Over-speeding,-0.3727629,Uttar Pradesh,2024-07-01,09:42,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Slippery,Valid,-0.49021432,No,Yes,Red,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.07922314,West Bengal,2028-06-04,22:48
VLT101566,No Seatbelt,-0.3727629,Delhi,2027-05-03,19:59,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Expired,-0.49021432,No,No,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,Yes,Yes,Online,No,Repeat Offender,Overloading,0.0991506,West Bengal,2028-06-04,22:48
VLT102030,Over-speeding,-0.3727629,Karnataka,2028-08-09,04:54,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Slippery,Valid,-0.49021432,No,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,Yes,Repeat Offender,Overloading,0.07753459,West Bengal,2028-06-04,22:48
VLT101926,Over-speeding,-0.3727629,Tamil Nadu,2028-04-27,20:51,Scooter,Silver,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Potholes,Expired,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.07712874,West Bengal,2028-06-04,22:48
VLT103242,Over-speeding,-0.3727629,Gujarat,2031-12-04,23:32,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Under Construction,Valid,-0.49021432,No,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,Yes,Online,No,Repeat Offender,Overloading,0.051671524,West Bengal,2028-06-04,22:48
VLT100910,Over-speeding,-0.3727629,Tamil Nadu,2025-07-16,01:29,Scooter,White,2.5869496,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,,,Red,1.4192667,1.4089267,-0.712151,Positive,No,No,Online,No,Repeat Offender,Overloading,0.08944683,West Bengal,2028-06-04,22:48
VLT103781,Over-speeding,-0.3727629,West Bengal,2033-05-26,02:54,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Slippery,Suspended,2.0399241,No,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,No,No,Online,No,Repeat Offender,Overloading,0.07787092,West Bengal,2028-06-04,22:48
VLT103044,Over-speeding,-0.3727629,Maharashtra,2031-05-20,00:28,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Slippery,Valid,-0.49021432,Yes,,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Card,Yes,Repeat Offender,Overloading,0.041256946,West Bengal,2028-06-04,22:48
VLT100827,Over-speeding,-0.3727629,Gujarat,2025-04-24,05:51,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Under Construction,Suspended,2.0399241,,No,Green,1.4192667,1.4089267,-0.712151,Positive,No,No,Card,No,Repeat Offender,Overloading,0.059409767,West Bengal,2028-06-04,22:48
VLT102215,Over-speeding,2.6826706,Delhi,2029-02-10,12:07,Scooter,Green,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Dry,Suspended,-0.49021432,,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.10921872,West Bengal,2028-06-04,22:48
VLT100006,No Helmet,-0.3727629,West Bengal,2023-01-25,00:45,Scooter,Grey,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Valid,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.07115961,West Bengal,2028-06-04,22:48
VLT103494,Over-speeding,-0.3727629,Karnataka,2032-08-12,04:07,Scooter,White,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Wet,Valid,-0.49021432,No,No,Red,1.4192667,-0.70976007,-0.712151,Negative,No,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.08390168,West Bengal,2028-06-04,22:48
VLT103215,No Seatbelt,-0.3727629,Delhi,2031-11-07,08:12,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Under Construction,Expired,-0.49021432,No,Yes,Red,1.4192667,-0.70976007,1.4041966,Positive,Yes,No,Card,Yes,Repeat Offender,Overloading,0.09822162,West Bengal,2028-06-04,22:48
VLT100805,Over-speeding,-0.3727629,Maharashtra,2025-04-02,13:02,Scooter,White,-0.38655567,2.5984492,Other,-0.3809822,Foggy,Wet,Suspended,-0.49021432,,Yes,Red,1.4192667,1.4089267,-0.712151,Positive,Yes,No,Card,Yes,Repeat Offender,Overloading,0.069132894,West Bengal,2028-06-04,22:48
VLT101949,Over-speeding,2.6826706,Delhi,2028-05-20,16:36,Scooter,White,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Wet,Valid,-0.49021432,,,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Card,No,Repeat Offender,Overloading,0.06495344,West Bengal,2028-06-04,22:48
VLT102236,Over-speeding,-0.3727629,Karnataka,2029-03-03,03:52,Scooter,Silver,2.5869496,-0.38484493,Other,-0.3809822,Dust Storm,Potholes,Expired,-0.49021432,Yes,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.06251917,West Bengal,2028-06-04,22:48
VLT101434,Over-speeding,-0.3727629,Tamil Nadu,2026-12-22,20:19,Scooter,Yellow,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Potholes,Suspended,2.0399241,No,No,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Online,Yes,Repeat Offender,Overloading,0.07991075,West Bengal,2028-06-04,22:48
VLT100716,Over-speeding,-0.3727629,Maharashtra,2025-01-03,09:25,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Dust Storm,Under Construction,Suspended,-0.49021432,Yes,No,Green,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Cash,No,Repeat Offender,Overloading,0.06532101,West Bengal,2028-06-04,22:48
VLT103338,Over-speeding,-0.3727629,Karnataka,2032-03-09,14:50,Scooter,Silver,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Potholes,Suspended,2.0399241,Yes,,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.0596457,West Bengal,2028-06-04,22:48
VLT100408,Over-speeding,-0.3727629,Gujarat,2024-03-01,18:51,Scooter,Green,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Under Construction,Suspended,2.0399241,No,No,Yellow,-0.7045892,1.4089267,-0.712151,Positive,Yes,Yes,Online,No,Repeat Offender,Overloading,0.09023245,West Bengal,2028-06-04,22:48
VLT102034,Over-speeding,-0.3727629,Tamil Nadu,2028-08-13,04:26,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Potholes,Valid,-0.49021432,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.06518037,West Bengal,2028-06-04,22:48
VLT100627,Over-speeding,-0.3727629,Tamil Nadu,2024-10-06,19:04,Scooter,White,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Wet,Suspended,-0.49021432,Yes,No,Red,1.4192667,1.4089267,-0.712151,Positive,No,No,Not Paid,Yes,Repeat Offender,Overloading,0.059916906,West Bengal,2028-06-04,22:48
VLT102209,Over-speeding,-0.3727629,Uttar Pradesh,2029-02-04,16:36,Scooter,Red,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Dry,Suspended,-0.49021432,,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.074171975,West Bengal,2028-06-04,22:48
VLT103588,Over-speeding,-0.3727629,Karnataka,2032-11-14,20:37,Scooter,Yellow,-0.38655567,2.5984492,Other,-0.3809822,Foggy,Under Construction,Expired,-0.49021432,Yes,,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,0.09187466,West Bengal,2028-06-04,22:48
VLT102732,Over-speeding,-0.3727629,Uttar Pradesh,2030-07-12,13:27,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Not Paid,Yes,Repeat Offender,Overloading,0.06335589,West Bengal,2028-06-04,22:48
VLT101151,Over-speeding,-0.3727629,Tamil Nadu,2026-03-14,14:25,Scooter,Grey,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Slippery,Expired,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,0.061381504,West Bengal,2028-06-04,22:48
VLT103279,Over-speeding,2.6826706,Punjab,2032-01-10,13:54,Scooter,Yellow,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Wet,Suspended,-0.49021432,Yes,No,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Card,No,Repeat Offender,Overloading,0.06876508,West Bengal,2028-06-04,22:48
VLT101734,Over-speeding,-0.3727629,Gujarat,2027-10-18,14:56,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Potholes,Suspended,-0.49021432,,No,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Online,No,Repeat Offender,Overloading,0.07467974,West Bengal,2028-06-04,22:48
VLT103155,Over-speeding,-0.3727629,Maharashtra,2031-09-08,18:25,Scooter,Grey,-0.38655567,2.5984492,Other,-0.3809822,Cloudy,Dry,Suspended,-0.49021432,,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Not Paid,Yes,Repeat Offender,Overloading,0.07541203,West Bengal,2028-06-04,22:48
VLT101077,Over-speeding,-0.3727629,Maharashtra,2025-12-30,04:19,Scooter,Red,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.0783405,West Bengal,2028-06-04,22:48
VLT100372,Over-speeding,2.6826706,Delhi,2024-01-25,21:01,Scooter,Red,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.06272602,West Bengal,2028-06-04,22:48
VLT102173,No Seatbelt,-0.3727629,Delhi,2028-12-30,04:45,Scooter,Silver,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Slippery,Suspended,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,Yes,No,Not Paid,Yes,Repeat Offender,Overloading,0.06674636,West Bengal,2028-06-04,22:48
VLT102306,Over-speeding,-0.3727629,West Bengal,2029-05-12,10:48,Scooter,Grey,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Dry,Suspended,-0.49021432,No,Yes,Green,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.05178279,Delhi,2028-06-04,00:47
VLT103897,Over-speeding,-0.3727629,Karnataka,2033-09-19,08:06,Scooter,Green,-0.38655567,-0.38484493,Female,-0.3809822,Dust Storm,Under Construction,Suspended,2.0399241,,Yes,Green,1.4192667,-0.70976007,1.4041966,Not Conducted,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.073766366,West Bengal,2028-06-04,22:48
VLT102893,Over-speeding,-0.3727629,Karnataka,2030-12-20,04:44,Scooter,Red,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Potholes,Suspended,-0.49021432,No,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.063075006,West Bengal,2028-06-04,22:48
VLT101370,Over-speeding,-0.3727629,Gujarat,2026-10-19,21:55,Scooter,Grey,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Slippery,Valid,-0.49021432,Yes,Yes,Red,1.4192667,-0.70976007,1.4041966,Positive,No,No,Cash,Yes,Repeat Offender,Overloading,0.0701936,West Bengal,2028-06-04,22:48
VLT101584,Over-speeding,-0.3727629,Gujarat,2027-05-21,06:12,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Slippery,Expired,-0.49021432,,Yes,Green,1.4192667,-0.70976007,1.4041966,Positive,No,No,Card,Yes,Repeat Offender,Overloading,0.093199044,West Bengal,2028-06-04,22:48
VLT100115,Over-speeding,-0.3727629,West Bengal,2023-05-13,08:08,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,No,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Card,No,Repeat Offender,Overloading,0.0829356,West Bengal,2028-06-04,22:48
VLT103763,Over-speeding,2.6826706,Delhi,2033-05-08,20:43,Scooter,Silver,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Under Construction,Suspended,-0.49021432,Yes,Yes,Green,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Online,Yes,Repeat Offender,Overloading,0.08108215,West Bengal,2028-06-04,22:48
VLT103576,Over-speeding,-0.3727629,Karnataka,2032-11-02,21:09,Scooter,Green,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Potholes,Expired,-0.49021432,,No,Red,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Card,No,Repeat Offender,Overloading,0.058136843,West Bengal,2028-06-04,22:48
VLT101624,Over-speeding,-0.3727629,Karnataka,2027-06-30,04:52,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Expired,-0.49021432,,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.076055095,West Bengal,2028-06-04,22:48
VLT100666,Over-speeding,-0.3727629,Tamil Nadu,2024-11-14,07:47,Scooter,White,2.5869496,-0.38484493,Other,-0.3809822,Cloudy,Dry,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Card,No,Repeat Offender,Overloading,0.06031,West Bengal,2028-06-04,22:48
VLT102673,Over-speeding,-0.3727629,Gujarat,2030-05-14,09:13,Scooter,Silver,-0.38655567,2.5984492,Other,-0.3809822,Cloudy,Potholes,Expired,-0.49021432,Yes,Yes,Green,1.4192667,-0.70976007,1.4041966,Not Conducted,Yes,No,Card,Yes,Repeat Offender,Overloading,0.086316854,West Bengal,2028-06-04,22:48
VLT100441,Over-speeding,2.6826706,Delhi,2024-04-03,13:02,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,-0.49021432,No,No,Red,1.4192667,1.4089267,-0.712151,Positive,Yes,No,Card,No,Repeat Offender,Overloading,0.076732405,West Bengal,2028-06-04,22:48
VLT100800,Over-speeding,-0.3727629,Delhi,2025-03-28,11:57,Scooter,Grey,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Slippery,Suspended,2.0399241,Yes,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,No,Yes,Online,No,Repeat Offender,Overloading,0.05089361,West Bengal,2028-06-04,22:48
VLT101966,Over-speeding,-0.3727629,Gujarat,2028-06-06,02:16,Scooter,Red,2.5869496,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Online,No,Repeat Offender,Overloading,0.060125593,West Bengal,2028-06-04,22:48
VLT103708,No Seatbelt,-0.3727629,Delhi,2033-03-14,22:35,Scooter,Yellow,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Slippery,Expired,-0.49021432,No,No,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.08406861,West Bengal,2028-06-04,22:48
VLT101752,Over-speeding,-0.3727629,Karnataka,2027-11-05,22:15,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Suspended,2.0399241,No,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.074856594,West Bengal,2028-06-04,22:48
VLT103733,Over-speeding,-0.3727629,Maharashtra,2033-04-08,11:16,Scooter,Grey,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Under Construction,Valid,-0.49021432,,Yes,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.07917462,West Bengal,2028-06-04,22:48
VLT103618,Over-speeding,-0.3727629,Tamil Nadu,2032-12-14,23:04,Scooter,Red,-0.38655567,2.5984492,Other,-0.3809822,Foggy,Wet,Suspended,-0.49021432,Yes,No,Red,1.4192667,-0.70976007,1.4041966,Positive,No,No,Card,No,Repeat Offender,Overloading,0.0727854,West Bengal,2028-06-04,22:48
VLT100460,Over-speeding,-0.3727629,Uttar Pradesh,2024-04-22,01:41,Scooter,Red,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,No,No,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,0.056561816,West Bengal,2028-06-04,22:48
VLT101231,Over-speeding,-0.3727629,Karnataka,2026-06-02,23:17,Scooter,Silver,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Under Construction,Suspended,-0.49021432,,Yes,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.06545335,West Bengal,2028-06-04,22:48
VLT102628,Over-speeding,-0.3727629,Delhi,2030-03-30,16:53,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Under Construction,Suspended,2.0399241,Yes,Yes,Red,1.4192667,1.4089267,-0.712151,Not Conducted,No,No,Card,No,Repeat Offender,Overloading,0.08498791,West Bengal,2028-06-04,22:48
VLT100481,Over-speeding,-0.3727629,Gujarat,2024-05-13,00:53,Scooter,Grey,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Wet,Suspended,-0.49021432,,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,Yes,Online,No,Repeat Offender,Overloading,0.083380446,West Bengal,2028-06-04,22:48
VLT101755,Over-speeding,2.6826706,Delhi,2027-11-08,21:44,Scooter,Green,-0.38655567,-0.38484493,Male,-0.3809822,Dust Storm,Under Construction,Expired,-0.49021432,,Yes,Red,1.4192667,1.4089267,-0.712151,Not Conducted,Yes,Yes,Online,Yes,Repeat Offender,Overloading,0.041212905,West Bengal,2028-06-04,22:48
VLT103375,Over-speeding,2.6826706,Delhi,2032-04-15,06:26,Scooter,Green,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Slippery,Suspended,-0.49021432,Yes,Yes,Red,1.4192667,-0.70976007,1.4041966,Not Conducted,Yes,No,Cash,No,Repeat Offender,Overloading,0.07792972,West Bengal,2028-06-04,22:48
VLT100884,Over-speeding,-0.3727629,Delhi,2025-06-20,21:31,Scooter,Grey,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.08034902,West Bengal,2028-06-04,22:48
VLT101743,Over-speeding,-0.3727629,Tamil Nadu,2027-10-27,02:08,Scooter,White,2.5869496,-0.38484493,Other,-0.3809822,Dust Storm,Under Construction,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,Yes,Repeat Offender,Overloading,0.07796508,West Bengal,2028-06-04,22:48
VLT100049,No Seatbelt,-0.3727629,Punjab,2023-03-08,23:24,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Slippery,Suspended,2.0399241,Yes,,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Card,No,Repeat Offender,Overloading,0.0568015,West Bengal,2028-06-04,22:48
VLT103418,Over-speeding,-0.3727629,Uttar Pradesh,2032-05-28,18:50,Scooter,Silver,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Slippery,Expired,-0.49021432,No,No,Green,1.4192667,-0.70976007,-0.712151,Negative,No,Yes,Online,Yes,Repeat Offender,Overloading,0.06284317,West Bengal,2028-06-04,22:48
VLT101995,Over-speeding,-0.3727629,Uttar Pradesh,2028-07-05,17:31,Scooter,Green,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Wet,Valid,-0.49021432,Yes,,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,Yes,Online,No,Repeat Offender,Overloading,0.09583077,West Bengal,2028-06-04,22:48
VLT100323,Over-speeding,2.6826706,Delhi,2023-12-07,18:14,Scooter,Red,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Under Construction,Suspended,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.07710357,West Bengal,2028-06-04,22:48
VLT100282,Over-speeding,-0.3727629,West Bengal,2023-10-27,13:44,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Potholes,Expired,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.05102445,West Bengal,2028-06-04,22:48
VLT103985,Over-speeding,-0.3727629,West Bengal,2023-01-03,15:44,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.07979607,West Bengal,2028-06-04,22:48
VLT102865,Over-speeding,-0.3727629,Uttar Pradesh,2030-11-22,19:47,Scooter,Green,-0.38655567,-0.38484493,Other,2.6247945,Rainy,Under Construction,Suspended,-0.49021432,Yes,,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.065617025,West Bengal,2028-06-04,22:48
VLT103591,No Seatbelt,-0.3727629,Delhi,2032-11-17,01:42,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Valid,-0.49021432,,No,Green,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Cash,No,Repeat Offender,Overloading,0.060899444,West Bengal,2028-06-04,22:48
VLT103581,Over-speeding,-0.3727629,Tamil Nadu,2032-11-07,15:47,Scooter,Grey,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Under Construction,Valid,-0.49021432,Yes,,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,No,Repeat Offender,Overloading,0.08791763,West Bengal,2028-06-04,22:48
